,trial,choice,reward,cumulative_reward,model_id
2061,62,1,1,51,30496
2062,63,1,1,52,30496
2063,64,1,1,53,30496
2064,65,1,1,54,30496
2065,66,1,1,55,30496
2066,67,1,1,56,30496
2067,68,1,1,57,30496
2068,69,1,1,58,30496
2069,70,1,1,59,30496
2070,71,1,1,60,30496
2071,72,1,1,61,30496
2072,73,1,1,62,30496
2073,74,1,1,63,30496
2074,75,1,1,64,30496
2075,76,1,1,65,30496
2076,77,1,1,66,30496
2077,78,1,1,67,30496
2078,79,1,1,68,30496
2079,80,1,1,69,30496
2080,81,1,1,70,30496
2081,82,1,1,71,30496
2082,83,1,1,72,30496
2083,84,1,1,73,30496
2084,85,1,1,74,30496
2085,86,1,1,75,30496
2086,87,1,1,76,30496
2087,88,1,1,77,30496
2088,89,1,0,77,30496
2089,90,1,1,78,30496
2090,91,1,1,79,30496
2091,92,1,1,80,30496
2092,93,1,1,81,30496
2093,94,1,1,82,30496
2094,95,1,1,83,30496
2095,96,1,1,84,30496
2096,97,1,1,85,30496
2097,98,1,1,86,30496
2098,99,1,1,87,30496
2099,100,1,1,88,30496
2100,1,1,1,1,66238
2101,2,1,0,1,66238
2102,3,1,0,1,66238
2103,4,0,0,1,66238
2104,5,0,1,2,66238
2105,6,1,0,2,66238
2106,7,0,1,3,66238
2107,8,0,1,4,66238
2108,9,0,1,5,66238
2109,10,0,0,5,66238
2110,11,1,1,6,66238
2111,12,1,1,7,66238
2112,13,1,0,7,66238
2113,14,0,1,8,66238
2114,15,0,1,9,66238
2115,16,0,1,10,66238
2116,17,0,1,11,66238
2117,18,0,1,12,66238
2118,19,0,1,13,66238
2119,20,1,0,13,66238
2120,21,0,1,14,66238
2121,22,1,0,14,66238
2122,23,0,1,15,66238
2123,24,0,1,16,66238
2124,25,0,1,17,66238
2125,26,0,1,18,66238
2126,27,0,1,19,66238
2127,28,1,0,19,66238
2128,29,0,1,20,66238
2129,30,0,1,21,66238
2130,31,0,1,22,66238
2131,32,0,1,23,66238
2132,33,0,1,24,66238
2133,34,0,1,25,66238
2134,35,0,1,26,66238
2135,36,0,1,27,66238
2136,37,0,1,28,66238
2137,38,0,1,29,66238
2138,39,0,1,30,66238
2139,40,0,1,31,66238
2140,41,0,1,32,66238
2141,42,0,1,33,66238
2142,43,0,1,34,66238
2143,44,0,1,35,66238
2144,45,0,1,36,66238
2145,46,0,1,37,66238
2146,47,0,1,38,66238
2147,48,0,1,39,66238
2148,49,0,1,40,66238
2149,50,0,1,41,66238
2150,51,0,1,42,66238
2151,52,0,1,43,66238
2152,53,0,0,43,66238
2153,54,0,0,43,66238
2154,55,0,0,43,66238
2155,56,0,0,43,66238
2156,57,0,0,43,66238
2157,58,0,0,43,66238
2158,59,1,1,44,66238
2159,60,1,1,45,66238
2160,61,1,1,46,66238
2161,62,1,1,47,66238
2162,63,1,1,48,66238
2163,64,1,1,49,66238
2164,65,1,1,50,66238
2165,66,1,1,51,66238
2166,67,1,1,52,66238
2167,68,1,1,53,66238
2168,69,1,1,54,66238
2169,70,1,1,55,66238
2170,71,1,1,56,66238
2171,72,1,1,57,66238
2172,73,1,1,58,66238
2173,74,1,1,59,66238
2174,75,1,1,60,66238
2175,76,1,1,61,66238
2176,77,1,1,62,66238
2177,78,1,1,63,66238
2178,79,1,1,64,66238
2179,80,1,1,65,66238
2180,81,1,1,66,66238
2181,82,1,1,67,66238
2182,83,1,1,68,66238
2183,84,1,1,69,66238
2184,85,1,1,70,66238
2185,86,1,1,71,66238
2186,87,1,1,72,66238
2187,88,1,1,73,66238
2188,89,1,0,73,66238
2189,90,1,1,74,66238
2190,91,1,1,75,66238
2191,92,1,1,76,66238
2192,93,1,1,77,66238
2193,94,1,1,78,66238
2194,95,1,1,79,66238
2195,96,1,1,80,66238
2196,97,1,1,81,66238
2197,98,1,1,82,66238
2198,99,1,1,83,66238
2199,100,1,1,84,66238
2200,1,0,1,1,78908
2201,2,0,1,2,78908
2202,3,0,1,3,78908
2203,4,0,0,3,78908
2204,5,0,1,4,78908
2205,6,1,0,4,78908
2206,7,0,1,5,78908
2207,8,1,0,5,78908
2208,9,0,1,6,78908
2209,10,0,0,6,78908
2210,11,0,1,7,78908
2211,12,0,1,8,78908
2212,13,0,1,9,78908
2213,14,1,0,9,78908
2214,15,0,1,10,78908
2215,16,0,1,11,78908
2216,17,0,1,12,78908
2217,18,0,1,13,78908
2218,19,0,1,14,78908
2219,20,0,1,15,78908
2220,21,0,1,16,78908
2221,22,1,0,16,78908
2222,23,0,1,17,78908
2223,24,0,1,18,78908
2224,25,0,1,19,78908
2225,26,0,1,20,78908
2226,27,0,1,21,78908
2227,28,0,1,22,78908
2228,29,0,1,23,78908
2229,30,0,1,24,78908
2230,31,0,1,25,78908
2231,32,0,1,26,78908
2232,33,0,1,27,78908
2233,34,0,1,28,78908
2234,35,0,1,29,78908
2235,36,0,1,30,78908
2236,37,0,1,31,78908
2237,38,1,0,31,78908
2238,39,0,1,32,78908
2239,40,0,1,33,78908
2240,41,0,1,34,78908
2241,42,0,1,35,78908
2242,43,0,1,36,78908
2243,44,0,1,37,78908
2244,45,0,1,38,78908
2245,46,0,1,39,78908
2246,47,0,1,40,78908
2247,48,0,1,41,78908
2248,49,0,1,42,78908
2249,50,0,1,43,78908
2250,51,0,1,44,78908
2251,52,0,1,45,78908
2252,53,0,0,45,78908
2253,54,1,1,46,78908
2254,55,1,1,47,78908
2255,56,0,0,47,78908
2256,57,0,0,47,78908
2257,58,0,0,47,78908
2258,59,1,1,48,78908
2259,60,1,1,49,78908
2260,61,1,1,50,78908
2261,62,1,1,51,78908
2262,63,1,1,52,78908
2263,64,1,1,53,78908
2264,65,1,1,54,78908
2265,66,1,1,55,78908
2266,67,1,1,56,78908
2267,68,1,1,57,78908
2268,69,1,1,58,78908
2269,70,1,1,59,78908
2270,71,1,1,60,78908
2271,72,1,1,61,78908
2272,73,1,1,62,78908
2273,74,1,1,63,78908
2274,75,1,1,64,78908
2275,76,1,1,65,78908
2276,77,1,1,66,78908
2277,78,0,0,66,78908
2278,79,1,1,67,78908
2279,80,1,1,68,78908
2280,81,1,1,69,78908
2281,82,1,1,70,78908
2282,83,1,1,71,78908
2283,84,1,1,72,78908
2284,85,0,1,73,78908
2285,86,1,1,74,78908
2286,87,1,1,75,78908
2287,88,1,1,76,78908
2288,89,0,1,77,78908
2289,90,1,1,78,78908
2290,91,1,1,79,78908
2291,92,1,1,80,78908
2292,93,1,1,81,78908
2293,94,1,1,82,78908
2294,95,1,1,83,78908
2295,96,1,1,84,78908
2296,97,1,1,85,78908
2297,98,0,0,85,78908
2298,99,1,1,86,78908
2299,100,1,1,87,78908
2300,1,1,1,1,3479
2301,2,1,0,1,3479
2302,3,0,1,2,3479
2303,4,0,0,2,3479
2304,5,0,1,3,3479
2305,6,0,1,4,3479
2306,7,1,1,5,3479
2307,8,0,1,6,3479
2308,9,0,1,7,3479
2309,10,1,1,8,3479
2310,11,0,1,9,3479
2311,12,0,1,10,3479
2312,13,0,1,11,3479
2313,14,0,1,12,3479
2314,15,0,1,13,3479
2315,16,0,1,14,3479
2316,17,0,1,15,3479
2317,18,0,1,16,3479
2318,19,0,1,17,3479
2319,20,0,1,18,3479
2320,21,0,1,19,3479
2321,22,1,0,19,3479
2322,23,0,1,20,3479
2323,24,0,1,21,3479
2324,25,1,0,21,3479
2325,26,0,1,22,3479
2326,27,0,1,23,3479
2327,28,0,1,24,3479
2328,29,0,1,25,3479
2329,30,0,1,26,3479
2330,31,0,1,27,3479
2331,32,0,1,28,3479
2332,33,0,1,29,3479
2333,34,0,1,30,3479
2334,35,0,1,31,3479
2335,36,0,1,32,3479
2336,37,0,1,33,3479
2337,38,1,0,33,3479
2338,39,0,1,34,3479
2339,40,0,1,35,3479
2340,41,0,1,36,3479
2341,42,0,1,37,3479
2342,43,0,1,38,3479
2343,44,0,1,39,3479
2344,45,0,1,40,3479
2345,46,0,1,41,3479
2346,47,0,1,42,3479
2347,48,0,1,43,3479
2348,49,0,1,44,3479
2349,50,0,1,45,3479
2350,51,0,1,46,3479
2351,52,0,1,47,3479
2352,53,0,0,47,3479
2353,54,0,0,47,3479
2354,55,0,0,47,3479
2355,56,0,0,47,3479
2356,57,0,0,47,3479
2357,58,1,1,48,3479
2358,59,1,1,49,3479
2359,60,0,1,50,3479
2360,61,0,0,50,3479
2361,62,1,1,51,3479
2362,63,1,1,52,3479
2363,64,1,1,53,3479
2364,65,1,1,54,3479
2365,66,0,0,54,3479
2366,67,1,1,55,3479
2367,68,1,1,56,3479
2368,69,1,1,57,3479
2369,70,1,1,58,3479
2370,71,0,0,58,3479
2371,72,1,1,59,3479
2372,73,1,1,60,3479
2373,74,1,1,61,3479
2374,75,1,1,62,3479
2375,76,1,1,63,3479
2376,77,1,1,64,3479
2377,78,1,1,65,3479
2378,79,1,1,66,3479
2379,80,1,1,67,3479
2380,81,1,1,68,3479
2381,82,1,1,69,3479
2382,83,1,1,70,3479
2383,84,0,0,70,3479
2384,85,1,1,71,3479
2385,86,0,0,71,3479
2386,87,1,1,72,3479
2387,88,1,1,73,3479
2388,89,1,0,73,3479
2389,90,1,1,74,3479
2390,91,1,1,75,3479
2391,92,1,1,76,3479
2392,93,1,1,77,3479
2393,94,1,1,78,3479
2394,95,0,0,78,3479
2395,96,1,1,79,3479
2396,97,1,1,80,3479
2397,98,1,1,81,3479
2398,99,1,1,82,3479
2399,100,1,1,83,3479
2400,1,0,1,1,73564
2401,2,0,1,2,73564
2402,3,0,1,3,73564
2403,4,0,0,3,73564
2404,5,0,1,4,73564
2405,6,0,1,5,73564
2406,7,1,1,6,73564
2407,8,1,0,6,73564
2408,9,0,1,7,73564
2409,10,0,0,7,73564
2410,11,0,1,8,73564
2411,12,1,1,9,73564
2412,13,1,0,9,73564
2413,14,1,0,9,73564
2414,15,0,1,10,73564
2415,16,0,1,11,73564
2416,17,0,1,12,73564
2417,18,0,1,13,73564
2418,19,0,1,14,73564
2419,20,0,1,15,73564
2420,21,0,1,16,73564
2421,22,0,1,17,73564
2422,23,0,1,18,73564
2423,24,0,1,19,73564
2424,25,0,1,20,73564
2425,26,0,1,21,73564
2426,27,0,1,22,73564
2427,28,0,1,23,73564
2428,29,0,1,24,73564
2429,30,0,1,25,73564
2430,31,0,1,26,73564
2431,32,0,1,27,73564
2432,33,0,1,28,73564
2433,34,0,1,29,73564
2434,35,0,1,30,73564
2435,36,0,1,31,73564
2436,37,0,1,32,73564
2437,38,0,1,33,73564
2438,39,0,1,34,73564
2439,40,0,1,35,73564
2440,41,0,1,36,73564
2441,42,0,1,37,73564
2442,43,0,1,38,73564
2443,44,0,1,39,73564
2444,45,1,1,40,73564
2445,46,0,1,41,73564
2446,47,0,1,42,73564
2447,48,0,1,43,73564
2448,49,0,1,44,73564
2449,50,0,1,45,73564
2450,51,0,1,46,73564
2451,52,0,1,47,73564
2452,53,0,0,47,73564
2453,54,0,0,47,73564
2454,55,0,0,47,73564
2455,56,1,1,48,73564
2456,57,0,0,48,73564
2457,58,1,1,49,73564
2458,59,1,1,50,73564
2459,60,0,1,51,73564
2460,61,0,0,51,73564
2461,62,1,1,52,73564
2462,63,1,1,53,73564
2463,64,1,1,54,73564
2464,65,1,1,55,73564
2465,66,1,1,56,73564
2466,67,0,0,56,73564
2467,68,1,1,57,73564
2468,69,1,1,58,73564
2469,70,1,1,59,73564
2470,71,1,1,60,73564
2471,72,1,1,61,73564
2472,73,1,1,62,73564
2473,74,1,1,63,73564
2474,75,1,1,64,73564
2475,76,1,1,65,73564
2476,77,1,1,66,73564
2477,78,1,1,67,73564
2478,79,1,1,68,73564
2479,80,1,1,69,73564
2480,81,1,1,70,73564
2481,82,1,1,71,73564
2482,83,1,1,72,73564
2483,84,1,1,73,73564
2484,85,1,1,74,73564
2485,86,1,1,75,73564
2486,87,1,1,76,73564
2487,88,1,1,77,73564
2488,89,1,0,77,73564
2489,90,1,1,78,73564
2490,91,1,1,79,73564
2491,92,1,1,80,73564
2492,93,1,1,81,73564
2493,94,1,1,82,73564
2494,95,1,1,83,73564
2495,96,1,1,84,73564
2496,97,1,1,85,73564
2497,98,1,1,86,73564
2498,99,1,1,87,73564
2499,100,1,1,88,73564
2500,1,0,1,1,26063
2501,2,0,1,2,26063
2502,3,1,0,2,26063
2503,4,0,0,2,26063
2504,5,0,1,3,26063
2505,6,0,1,4,26063
2506,7,0,1,5,26063
2507,8,0,1,6,26063
2508,9,0,1,7,26063
2509,10,1,1,8,26063
2510,11,1,1,9,26063
2511,12,0,1,10,26063
2512,13,0,1,11,26063
2513,14,0,1,12,26063
2514,15,1,1,13,26063
2515,16,0,1,14,26063
2516,17,0,1,15,26063
2517,18,0,1,16,26063
2518,19,0,1,17,26063
2519,20,0,1,18,26063
2520,21,0,1,19,26063
2521,22,0,1,20,26063
2522,23,0,1,21,26063
2523,24,0,1,22,26063
2524,25,0,1,23,26063
2525,26,0,1,24,26063
2526,27,0,1,25,26063
2527,28,0,1,26,26063
2528,29,0,1,27,26063
2529,30,0,1,28,26063
2530,31,0,1,29,26063
2531,32,0,1,30,26063
2532,33,0,1,31,26063
2533,34,0,1,32,26063
2534,35,0,1,33,26063
2535,36,0,1,34,26063
2536,37,1,0,34,26063
2537,38,0,1,35,26063
2538,39,0,1,36,26063
2539,40,0,1,37,26063
2540,41,0,1,38,26063
2541,42,0,1,39,26063
2542,43,0,1,40,26063
2543,44,0,1,41,26063
2544,45,0,1,42,26063
2545,46,0,1,43,26063
2546,47,0,1,44,26063
2547,48,0,1,45,26063
2548,49,0,1,46,26063
2549,50,0,1,47,26063
2550,51,0,1,48,26063
2551,52,0,1,49,26063
2552,53,0,0,49,26063
2553,54,0,0,49,26063
2554,55,1,1,50,26063
2555,56,1,1,51,26063
2556,57,1,1,52,26063
2557,58,0,0,52,26063
2558,59,1,1,53,26063
2559,60,1,1,54,26063
2560,61,1,1,55,26063
2561,62,1,1,56,26063
2562,63,1,1,57,26063
2563,64,1,1,58,26063
2564,65,1,1,59,26063
2565,66,1,1,60,26063
2566,67,0,0,60,26063
2567,68,1,1,61,26063
2568,69,1,1,62,26063
2569,70,1,1,63,26063
2570,71,1,1,64,26063
2571,72,1,1,65,26063
2572,73,1,1,66,26063
2573,74,1,1,67,26063
2574,75,1,1,68,26063
2575,76,1,1,69,26063
2576,77,1,1,70,26063
2577,78,0,0,70,26063
2578,79,1,1,71,26063
2579,80,1,1,72,26063
2580,81,1,1,73,26063
2581,82,1,1,74,26063
2582,83,1,1,75,26063
2583,84,1,1,76,26063
2584,85,1,1,77,26063
2585,86,1,1,78,26063
2586,87,1,1,79,26063
2587,88,1,1,80,26063
2588,89,1,0,80,26063
2589,90,0,1,81,26063
2590,91,1,1,82,26063
2591,92,1,1,83,26063
2592,93,1,1,84,26063
2593,94,0,0,84,26063
2594,95,0,0,84,26063
2595,96,1,1,85,26063
2596,97,1,1,86,26063
2597,98,1,1,87,26063
2598,99,1,1,88,26063
2599,100,1,1,89,26063
2600,1,1,1,1,93851
2601,2,1,0,1,93851
2602,3,1,0,1,93851
2603,4,0,0,1,93851
2604,5,1,1,2,93851
2605,6,0,1,3,93851
2606,7,1,1,4,93851
2607,8,1,0,4,93851
2608,9,1,0,4,93851
2609,10,1,1,5,93851
2610,11,0,1,6,93851
2611,12,0,1,7,93851
2612,13,0,1,8,93851
2613,14,0,1,9,93851
2614,15,0,1,10,93851
2615,16,1,0,10,93851
2616,17,0,1,11,93851
2617,18,0,1,12,93851
2618,19,0,1,13,93851
2619,20,0,1,14,93851
2620,21,0,1,15,93851
2621,22,0,1,16,93851
2622,23,0,1,17,93851
2623,24,0,1,18,93851
2624,25,0,1,19,93851
2625,26,0,1,20,93851
2626,27,0,1,21,93851
2627,28,0,1,22,93851
2628,29,0,1,23,93851
2629,30,0,1,24,93851
2630,31,0,1,25,93851
2631,32,0,1,26,93851
2632,33,0,1,27,93851
2633,34,0,1,28,93851
2634,35,0,1,29,93851
2635,36,0,1,30,93851
2636,37,0,1,31,93851
2637,38,0,1,32,93851
2638,39,0,1,33,93851
2639,40,0,1,34,93851
2640,41,0,1,35,93851
2641,42,0,1,36,93851
2642,43,0,1,37,93851
2643,44,0,1,38,93851
2644,45,0,1,39,93851
2645,46,0,1,40,93851
2646,47,0,1,41,93851
2647,48,0,1,42,93851
2648,49,0,1,43,93851
2649,50,0,1,44,93851
2650,51,0,1,45,93851
2651,52,0,1,46,93851
2652,53,0,0,46,93851
2653,54,0,0,46,93851
2654,55,0,0,46,93851
2655,56,0,0,46,93851
2656,57,0,0,46,93851
2657,58,0,0,46,93851
2658,59,0,0,46,93851
2659,60,1,1,47,93851
2660,61,1,1,48,93851
2661,62,1,1,49,93851
2662,63,1,1,50,93851
2663,64,1,1,51,93851
2664,65,1,1,52,93851
2665,66,1,1,53,93851
2666,67,1,1,54,93851
2667,68,1,1,55,93851
2668,69,1,1,56,93851
2669,70,1,1,57,93851
2670,71,1,1,58,93851
2671,72,1,1,59,93851
2672,73,1,1,60,93851
2673,74,1,1,61,93851
2674,75,1,1,62,93851
2675,76,1,1,63,93851
2676,77,1,1,64,93851
2677,78,1,1,65,93851
2678,79,1,1,66,93851
2679,80,1,1,67,93851
2680,81,1,1,68,93851
2681,82,1,1,69,93851
2682,83,1,1,70,93851
2683,84,1,1,71,93851
2684,85,1,1,72,93851
2685,86,1,1,73,93851
2686,87,1,1,74,93851
2687,88,1,1,75,93851
2688,89,1,0,75,93851
2689,90,1,1,76,93851
2690,91,1,1,77,93851
2691,92,1,1,78,93851
2692,93,1,1,79,93851
2693,94,1,1,80,93851
2694,95,1,1,81,93851
2695,96,1,1,82,93851
2696,97,1,1,83,93851
2697,98,1,1,84,93851
2698,99,1,1,85,93851
2699,100,1,1,86,93851
2700,1,1,1,1,85182
2701,2,0,1,2,85182
2702,3,1,0,2,85182
2703,4,0,0,2,85182
2704,5,1,1,3,85182
2705,6,1,0,3,85182
2706,7,0,1,4,85182
2707,8,0,1,5,85182
2708,9,0,1,6,85182
2709,10,0,0,6,85182
2710,11,0,1,7,85182
2711,12,0,1,8,85182
2712,13,0,1,9,85182
2713,14,0,1,10,85182
2714,15,0,1,11,85182
2715,16,0,1,12,85182
2716,17,1,0,12,85182
2717,18,0,1,13,85182
2718,19,0,1,14,85182
2719,20,0,1,15,85182
2720,21,0,1,16,85182
2721,22,0,1,17,85182
2722,23,0,1,18,85182
2723,24,0,1,19,85182
2724,25,0,1,20,85182
2725,26,0,1,21,85182
2726,27,0,1,22,85182
2727,28,0,1,23,85182
2728,29,0,1,24,85182
2729,30,0,1,25,85182
2730,31,0,1,26,85182
2731,32,0,1,27,85182
2732,33,0,1,28,85182
2733,34,0,1,29,85182
2734,35,0,1,30,85182
2735,36,0,1,31,85182
2736,37,0,1,32,85182
2737,38,0,1,33,85182
2738,39,0,1,34,85182
2739,40,0,1,35,85182
2740,41,0,1,36,85182
2741,42,0,1,37,85182
2742,43,0,1,38,85182
2743,44,0,1,39,85182
2744,45,0,1,40,85182
2745,46,0,1,41,85182
2746,47,0,1,42,85182
2747,48,0,1,43,85182
2748,49,0,1,44,85182
2749,50,0,1,45,85182
2750,51,0,1,46,85182
2751,52,0,1,47,85182
2752,53,0,0,47,85182
2753,54,0,0,47,85182
2754,55,0,0,47,85182
2755,56,1,1,48,85182
2756,57,1,1,49,85182
2757,58,0,0,49,85182
2758,59,1,1,50,85182
2759,60,0,1,51,85182
2760,61,1,1,52,85182
2761,62,1,1,53,85182
2762,63,1,1,54,85182
2763,64,1,1,55,85182
2764,65,0,0,55,85182
2765,66,1,1,56,85182
2766,67,1,1,57,85182
2767,68,1,1,58,85182
2768,69,1,1,59,85182
2769,70,1,1,60,85182
2770,71,1,1,61,85182
2771,72,1,1,62,85182
2772,73,1,1,63,85182
2773,74,1,1,64,85182
2774,75,0,0,64,85182
2775,76,1,1,65,85182
2776,77,1,1,66,85182
2777,78,1,1,67,85182
2778,79,1,1,68,85182
2779,80,1,1,69,85182
2780,81,1,1,70,85182
2781,82,1,1,71,85182
2782,83,1,1,72,85182
2783,84,1,1,73,85182
2784,85,1,1,74,85182
2785,86,1,1,75,85182
2786,87,1,1,76,85182
2787,88,1,1,77,85182
2788,89,1,0,77,85182
2789,90,1,1,78,85182
2790,91,1,1,79,85182
2791,92,1,1,80,85182
2792,93,1,1,81,85182
2793,94,1,1,82,85182
2794,95,1,1,83,85182
2795,96,1,1,84,85182
2796,97,1,1,85,85182
2797,98,0,0,85,85182
2798,99,1,1,86,85182
2799,100,1,1,87,85182
2800,1,1,1,1,91925
2801,2,0,1,2,91925
2802,3,1,0,2,91925
2803,4,1,1,3,91925
2804,5,1,1,4,91925
2805,6,1,0,4,91925
2806,7,0,1,5,91925
2807,8,1,0,5,91925
2808,9,1,0,5,91925
2809,10,1,1,6,91925
2810,11,0,1,7,91925
2811,12,0,1,8,91925
2812,13,0,1,9,91925
2813,14,0,1,10,91925
2814,15,0,1,11,91925
2815,16,1,0,11,91925
2816,17,0,1,12,91925
2817,18,0,1,13,91925
2818,19,1,0,13,91925
2819,20,0,1,14,91925
2820,21,0,1,15,91925
2821,22,0,1,16,91925
2822,23,0,1,17,91925
2823,24,0,1,18,91925
2824,25,0,1,19,91925
2825,26,0,1,20,91925
2826,27,0,1,21,91925
2827,28,0,1,22,91925
2828,29,0,1,23,91925
2829,30,0,1,24,91925
2830,31,0,1,25,91925
2831,32,0,1,26,91925
2832,33,0,1,27,91925
2833,34,0,1,28,91925
2834,35,0,1,29,91925
2835,36,0,1,30,91925
2836,37,0,1,31,91925
2837,38,0,1,32,91925
2838,39,0,1,33,91925
2839,40,0,1,34,91925
2840,41,0,1,35,91925
2841,42,0,1,36,91925
2842,43,0,1,37,91925
2843,44,0,1,38,91925
2844,45,0,1,39,91925
2845,46,0,1,40,91925
2846,47,0,1,41,91925
2847,48,0,1,42,91925
2848,49,0,1,43,91925
2849,50,0,1,44,91925
2850,51,0,1,45,91925
2851,52,1,1,46,91925
2852,53,0,0,46,91925
2853,54,0,0,46,91925
2854,55,0,0,46,91925
2855,56,0,0,46,91925
2856,57,1,1,47,91925
2857,58,0,0,47,91925
2858,59,1,1,48,91925
2859,60,1,1,49,91925
2860,61,1,1,50,91925
2861,62,1,1,51,91925
2862,63,1,1,52,91925
2863,64,1,1,53,91925
2864,65,1,1,54,91925
2865,66,1,1,55,91925
2866,67,1,1,56,91925
2867,68,1,1,57,91925
2868,69,1,1,58,91925
2869,70,1,1,59,91925
2870,71,1,1,60,91925
2871,72,1,1,61,91925
2872,73,1,1,62,91925
2873,74,1,1,63,91925
2874,75,1,1,64,91925
2875,76,1,1,65,91925
2876,77,1,1,66,91925
2877,78,1,1,67,91925
2878,79,1,1,68,91925
2879,80,1,1,69,91925
2880,81,1,1,70,91925
2881,82,1,1,71,91925
2882,83,1,1,72,91925
2883,84,1,1,73,91925
2884,85,1,1,74,91925
2885,86,1,1,75,91925
2886,87,1,1,76,91925
2887,88,1,1,77,91925
2888,89,1,0,77,91925
2889,90,1,1,78,91925
2890,91,1,1,79,91925
2891,92,0,0,79,91925
2892,93,1,1,80,91925
2893,94,1,1,81,91925
2894,95,1,1,82,91925
2895,96,1,1,83,91925
2896,97,1,1,84,91925
2897,98,1,1,85,91925
2898,99,1,1,86,91925
2899,100,1,1,87,91925
2900,1,1,1,1,71427
2901,2,1,0,1,71427
2902,3,0,1,2,71427
2903,4,0,0,2,71427
2904,5,1,1,3,71427
2905,6,0,1,4,71427
2906,7,0,1,5,71427
2907,8,0,1,6,71427
2908,9,0,1,7,71427
2909,10,0,0,7,71427
2910,11,0,1,8,71427
2911,12,1,1,9,71427
2912,13,1,0,9,71427
2913,14,0,1,10,71427
2914,15,0,1,11,71427
2915,16,0,1,12,71427
2916,17,0,1,13,71427
2917,18,0,1,14,71427
2918,19,1,0,14,71427
2919,20,0,1,15,71427
2920,21,1,0,15,71427
2921,22,0,1,16,71427
2922,23,0,1,17,71427
2923,24,0,1,18,71427
2924,25,0,1,19,71427
2925,26,0,1,20,71427
2926,27,0,1,21,71427
2927,28,0,1,22,71427
2928,29,0,1,23,71427
2929,30,0,1,24,71427
2930,31,0,1,25,71427
2931,32,0,1,26,71427
2932,33,0,1,27,71427
2933,34,0,1,28,71427
2934,35,0,1,29,71427
2935,36,0,1,30,71427
2936,37,0,1,31,71427
2937,38,0,1,32,71427
2938,39,0,1,33,71427
2939,40,0,1,34,71427
2940,41,0,1,35,71427
2941,42,0,1,36,71427
2942,43,0,1,37,71427
2943,44,0,1,38,71427
2944,45,1,1,39,71427
2945,46,0,1,40,71427
2946,47,0,1,41,71427
2947,48,1,0,41,71427
2948,49,0,1,42,71427
2949,50,0,1,43,71427
2950,51,0,1,44,71427
2951,52,0,1,45,71427
2952,53,0,0,45,71427
2953,54,0,0,45,71427
2954,55,0,0,45,71427
2955,56,0,0,45,71427
2956,57,0,0,45,71427
2957,58,1,1,46,71427
2958,59,1,1,47,71427
2959,60,1,1,48,71427
2960,61,1,1,49,71427
2961,62,1,1,50,71427
2962,63,1,1,51,71427
2963,64,1,1,52,71427
2964,65,1,1,53,71427
2965,66,1,1,54,71427
2966,67,1,1,55,71427
2967,68,1,1,56,71427
2968,69,1,1,57,71427
2969,70,1,1,58,71427
2970,71,1,1,59,71427
2971,72,1,1,60,71427
2972,73,1,1,61,71427
2973,74,1,1,62,71427
2974,75,1,1,63,71427
2975,76,1,1,64,71427
2976,77,1,1,65,71427
2977,78,1,1,66,71427
2978,79,1,1,67,71427
2979,80,1,1,68,71427
2980,81,1,1,69,71427
2981,82,1,1,70,71427
2982,83,1,1,71,71427
2983,84,1,1,72,71427
2984,85,1,1,73,71427
2985,86,1,1,74,71427
2986,87,1,1,75,71427
2987,88,1,1,76,71427
2988,89,1,0,76,71427
2989,90,1,1,77,71427
2990,91,1,1,78,71427
2991,92,0,0,78,71427
2992,93,1,1,79,71427
2993,94,1,1,80,71427
2994,95,1,1,81,71427
2995,96,1,1,82,71427
2996,97,1,1,83,71427
2997,98,1,1,84,71427
2998,99,1,1,85,71427
2999,100,1,1,86,71427
3000,1,1,1,1,54988
3001,2,0,1,2,54988
3002,3,1,0,2,54988
3003,4,1,1,3,54988
3004,5,1,1,4,54988
3005,6,0,1,5,54988
3006,7,1,1,6,54988
3007,8,0,1,7,54988
3008,9,0,1,8,54988
3009,10,1,1,9,54988
3010,11,0,1,10,54988
3011,12,0,1,11,54988
3012,13,1,0,11,54988
3013,14,0,1,12,54988
3014,15,0,1,13,54988
3015,16,0,1,14,54988
3016,17,0,1,15,54988
3017,18,0,1,16,54988
3018,19,1,0,16,54988
3019,20,0,1,17,54988
3020,21,0,1,18,54988
3021,22,0,1,19,54988
3022,23,0,1,20,54988
3023,24,0,1,21,54988
3024,25,0,1,22,54988
3025,26,0,1,23,54988
3026,27,0,1,24,54988
3027,28,1,0,24,54988
3028,29,0,1,25,54988
3029,30,0,1,26,54988
3030,31,0,1,27,54988
3031,32,0,1,28,54988
3032,33,0,1,29,54988
3033,34,0,1,30,54988
3034,35,0,1,31,54988
3035,36,1,0,31,54988
3036,37,0,1,32,54988
3037,38,0,1,33,54988
3038,39,0,1,34,54988
3039,40,0,1,35,54988
3040,41,0,1,36,54988
3041,42,0,1,37,54988
3042,43,0,1,38,54988
3043,44,0,1,39,54988
3044,45,0,1,40,54988
3045,46,0,1,41,54988
3046,47,0,1,42,54988
3047,48,0,1,43,54988
3048,49,0,1,44,54988
3049,50,0,1,45,54988
3050,51,0,1,46,54988
3051,52,0,1,47,54988
3052,53,0,0,47,54988
3053,54,0,0,47,54988
3054,55,0,0,47,54988
3055,56,1,1,48,54988
3056,57,1,1,49,54988
3057,58,1,1,50,54988
3058,59,1,1,51,54988
